"","ID_label","Young_value","id_cell","sig_xx","sig_xy","sig_yy"
"1",0,0.002,0,0,0,0
"2",1,0.001,101,0.00771066955408252,-4.33680868994202e-19,0.00771066955408252
"3",2,0.001,102,0.00771066955408252,0,0.00771066955408252
"4",3,0.001,103,0.00771066955408252,-4.33680868994202e-19,0.00771066955408252
"5",4,0.001,104,0.00771066955408253,0,0.00771066955408253
"6",5,0.001,105,0.00771066955408252,-2.16840434497101e-19,0.00771066955408252
"7",6,0.001,106,0.00771066955408252,0,0.00771066955408252
"8",7,0.001,108,0.00771066955408252,0,0.00771066955408252
"9",8,0.001,109,0.00771066955408252,0,0.00771066955408252
"10",9,0.001,111,0.00771066955408252,0,0.00771066955408252
"11",10,0.001,202,0.00771066955408252,0,0.00771066955408252
"12",11,0.001,203,0.00771066955408252,0,0.00771066955408252
"13",12,0.001,204,0.00771066955408252,0,0.00771066955408252
"14",13,0.001,205,0.00771066955408252,0,0.00771066955408252
"15",14,0.001,207,0.00771066955408252,0,0.00771066955408252
"16",15,0.001,208,0.00771066955408252,0,0.00771066955408252
"17",16,0.001,302,0.00771066955408253,0,0.00771066955408253
"18",17,0.001,303,0.00771066955408252,0,0.00771066955408252
"19",18,0.001,304,0.00771066955408253,0,0.00771066955408253
"20",19,0.001,305,0.00771066955408252,0,0.00771066955408252
"21",20,0.001,306,0.00771066955408252,0,0.00771066955408252
"22",21,0.001,307,0.00771066955408252,0,0.00771066955408252
"23",22,0.001,308,0.00771066955408252,0,0.00771066955408252
"24",23,0.001,402,0.00771066955408253,-4.33680868994202e-19,0.00771066955408253
"25",24,0.001,403,0.00771066955408252,-1.0842021724855e-19,0.00771066955408252
"26",25,0.001,404,0.00771066955408252,-4.33680868994202e-19,0.00771066955408252
"27",26,0.001,405,0.00771066955408253,-2.16840434497101e-19,0.00771066955408253
"28",27,0.001,406,0.00771066955408252,0,0.00771066955408252
"29",28,0.001,407,0.00771066955408252,0,0.00771066955408252
"30",29,0.001,408,0.00771066955408252,0,0.00771066955408252
"31",30,0.001,409,0.00771066955408253,-4.33680868994202e-19,0.00771066955408253
"32",31,0.001,502,0.00771066955408252,0,0.00771066955408252
"33",32,0.001,503,0.00771066955408252,0,0.00771066955408252
"34",33,0.001,504,0.00771066955408252,4.33680868994202e-19,0.00771066955408252
"35",34,0.001,505,0.00771066955408252,0,0.00771066955408252
"36",35,0.001,506,0.00771066955408252,0,0.00771066955408252
"37",36,0.001,507,0.00771066955408252,4.33680868994202e-19,0.00771066955408252
"38",37,0.001,601,0.00771066955408252,0,0.00771066955408252
"39",38,0.001,602,0.00771066955408252,0,0.00771066955408252
"40",39,0.001,603,0.00771066955408252,0,0.00771066955408252
"41",40,0.001,604,0.00771066955408253,0,0.00771066955408253
"42",41,0.001,605,0.00771066955408252,0,0.00771066955408252
"43",42,0.001,607,0.00771066955408252,0,0.00771066955408252
"44",43,0.001,608,0.00771066955408252,-4.33680868994202e-19,0.00771066955408252
"45",44,0.001,609,0.00771066955408252,0,0.00771066955408252
"46",45,0.001,610,0.00771066955408252,-4.33680868994202e-19,0.00771066955408252
"47",46,0.001,611,0.00771066955408253,0,0.00771066955408253
"48",47,0.001,612,0.00771066955408252,4.33680868994202e-19,0.00771066955408252
"49",48,0.001,701,0.00771066955408252,4.33680868994202e-19,0.00771066955408252
"50",49,0.001,702,0.00771066955408253,0,0.00771066955408253
"51",50,0.001,703,0.00771066955408252,0,0.00771066955408252
"52",51,0.001,704,0.00771066955408252,-1.0842021724855e-19,0.00771066955408252
"53",52,0.001,705,0.00771066955408252,0,0.00771066955408252
"54",53,0.001,801,0.00771066955408252,0,0.00771066955408252
"55",54,0.001,802,0.00771066955408253,0,0.00771066955408253
"56",55,0.001,803,0.00771066955408252,0,0.00771066955408252
"57",56,0.001,805,0.00771066955408252,0,0.00771066955408252
"58",57,0.001,901,0.00771066955408253,1.0842021724855e-19,0.00771066955408253
"59",58,0.001,902,0.00771066955408252,0,0.00771066955408252
"60",59,0.001,903,0.00771066955408252,0,0.00771066955408252
"61",60,0.001,905,0.00771066955408252,5.42101086242752e-20,0.00771066955408252
"62",61,0.001,906,0.00771066955408252,0,0.00771066955408252
"63",62,0.001,908,0.00771066955408252,0,0.00771066955408252
"64",63,0.001,950,0.00771066955408252,0,0.00771066955408252
"65",64,0.001,951,0.00771066955408252,0,0.00771066955408252
"66",65,0.001,952,0.00771066955408252,0,0.00771066955408252
"67",66,0.001,953,0.00771066955408253,0,0.00771066955408253
"68",67,0.001,1001,0.00771066955408252,0,0.00771066955408252
"69",68,0.001,1003,0.00771066955408252,4.33680868994202e-19,0.00771066955408252
"70",69,0.001,1004,0.00771066955408252,0,0.00771066955408252
"71",70,0.001,1005,0.00771066955408253,0,0.00771066955408253
