"","ID_label","Young_value","id_cell","sig_xx","sig_xy","sig_yy"
"1",0,1,0,0,0,0
"2",1,1,101,11.6802542927159,-17.3120721428252,49.5766076465662
"3",2,1,102,4.88906676692744,2.81630470522606,43.7636507607613
"4",3,1,103,8.43831110894561,7.56139362107075,9.88950228228173
"5",4,1,104,0.0939596005367081,0.27779467316967,0.821309158411067
"6",5,1,105,1.34288822208329,-0.193259546816622,0.0278126293920609
"7",6,1,106,0.578437889515579,-0.39032255173374,0.263384707595014
"8",7,1,108,2.97672065074962,1.06624699633465,1.01273829899938
"9",8,1,109,0,0,0
"10",9,1,111,2.41123738175174e-05,0.00532420429279518,1.17562673695879
"11",10,1,202,13.5828160370203,-32.5303145514666,78.4122232028313
"12",11,1,203,5.86880524966759,10.0362221271549,29.5056765034291
"13",12,1,204,7.07837373263617,2.50738905875591,5.22693296725588
"14",13,1,205,0.0727047673990865,0.366315171841025,1.84563970041125
"15",14,1,207,1.23318705741648,0.523520126118493,1.64482212839816
"16",15,1,208,0.785413857710127,-0.132092786875624,1.85919969059422
"17",16,1,302,8.5854198201975,7.76289945936097,14.4991339510147
"18",17,1,303,1.97410843919057,0.0718193790482657,2.96875508717959
"19",18,1,304,3.18690727158637,0.531697480306619,4.35247655667208
"20",19,1,305,3.04695197108611,-0.635918065892339,3.00280569767692
"21",20,1,306,1.55499590507723,-1.73813010888979,1.94283230300802
"22",21,1,307,6.38817287345045,0.504745905622531,4.98946307385604
"23",22,1,308,1.43240460126256,-4.42604787244653,56.5716127996906
"24",23,1,402,7.67604236143491,2.91639688275122,5.22942355758192
"25",24,1,403,5.04893692051334,-0.25363070831436,2.62921359057856
"26",25,1,404,3.91329043389595,-2.88243957382499,2.97714461776458
"27",26,1,405,4.33895348473598,0.369012083902802,2.91089960889219
"28",27,1,406,8.9583185655741,-19.5157338582008,55.9774556645675
"29",28,1,407,0.050332775684903,0.116041143019784,0.302761668434674
"30",29,1,408,6.41572609149362,5.95825894690581,31.7948331879253
"31",30,1,409,5.44575448445858,4.57090715664274,10.1541890279264
"32",31,1,502,10.9666896115213,2.88855617949434,4.55043805432229
"33",32,1,503,8.75298170139066,-0.108460055476542,2.91140532673476
"34",33,1,504,2.53535808126069,-2.83836435436944,3.17758357988988
"35",34,1,505,2.166306328823,-5.70418339124641,48.8497890328277
"36",35,1,506,3.29632418558446,-0.166016234064665,2.97829663236072
"37",36,1,507,13.1300508221073,11.7869066647534,24.4887274503771
"38",37,1,601,6.13249547259754,-4.98262011519409,4.04835247303021
"39",38,1,602,12.2405495675494,7.24606786547965,6.17213934438329
"40",39,1,603,5.74464481632102,-0.178255582726121,2.56968410318531
"41",40,1,604,3.33685956220755,-0.510291039855012,0.854892800728288
"42",41,1,605,0.499979242111271,3.69296901346577,27.2771727018683
"43",42,1,607,7.97972291469253,1.19392846418845,2.8231196726302
"44",43,1,608,4.83320055501081,7.69171176770743,12.2408390142537
"45",44,1,609,0.731490722451968,0.132763687045325,0.255651054623198
"46",45,1,610,0.173496860463915,0.47357290221683,1.29265332591258
"47",46,1,611,0,0,0
"48",47,1,612,0.458047652264609,0.036585697741195,0.503983617912611
"49",48,1,701,19.7885255114243,5.91843316774853,4.17945973252177
"50",49,1,702,7.74467271099593,-0.563213265326967,2.42949847393505
"51",50,1,703,4.06995899937417,-1.75222948556977,1.03564820545415
"52",51,1,704,0.453521050614704,-3.87501600234402,33.1092658170328
"53",52,1,705,7.96999322836957,15.6701015521271,30.8095723067772
"54",53,1,801,15.8853007883993,1.55448912359186,4.9986387084829
"55",54,1,802,0.231985660519484,2.87964628065036,35.7451520197171
"56",55,1,803,4.88430021165287,-1.16824503460727,0.279425178990522
"57",56,1,805,16.1028285852566,13.6005587806169,16.750684454994
"58",57,1,901,0.0593598427258811,-0.733197979193146,9.05627865584835
"59",58,1,902,1.90935704422813,6.30670697931712,20.8313856453424
"60",59,1,903,14.7317310647958,6.10322382102101,2.6054529281693
"61",60,1,905,8.11200259599897,-0.479653793742472,0.0283614014084537
"62",61,1,906,7.85765790731753,9.1591633490595,10.6762440213427
"63",62,1,908,4.06704132009529,-1.25512987414542,0.533883723966293
"64",63,1,950,0.226849866340368,0.124848965947943,0.068711807283515
"65",64,1,951,1.76514772153669,0.77219853224334,0.337813411264897
"66",65,1,952,0.154812586450776,0.0424628175761704,0.0116469268929916
"67",66,1,953,4.50252241011847,0.637716738297932,0.0903232902053792
"68",67,1,1001,0,0,0
"69",68,1,1003,17.6152044465763,16.541077603748,15.5324480691107
"70",69,1,1004,18.595342223862,0.449236324289079,6.16960211274498
"71",70,1,1005,7.91014015416593,-2.79639795962116,0.988584449348225
