"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
-2.6937,5.795,0,-0.0032667,0.0015136,0,0.0015136,0.0078109,0,0,0,0,-0.004261,0.015195,0,0.021626,0.15688,0,0,0,0.043277,-136.76,70.127,0,-0.0023649,0.0071141,0,0.0071141,0.042884,0,0,0,0,0.34711,0.064424,0,0.12308,1.0448,0,0,0,0.3859,1638
1.3616,24.057,0,-0.0010033,-0.0020852,0,-0.0020852,0.0035184,0,0,0,0,0.011862,-0.035353,0,-0.029114,0.072118,0,0,0,0.023953,67.072,111.69,0,0.0011257,-0.0080195,0,-0.0080195,0.020101,0,0,0,0,0.22757,-0.15528,0,-0.10199,0.4898,0,0,0,0.20216,1949
-1.956,4.9493,0,-0.0026866,0.0011982,0,0.0011982,0.0076719,0,0,0,0,0.0083945,0.010894,0,0.01761,0.15886,0,0,0,0.047479,-139.23,50.786,0,-0.0023101,0.0047218,0,0.0047218,0.040688,0,0,0,0,0.3289,0.032115,0,0.084949,0.98693,0,0,0,0.36551,4970
2.1366,24.093,0,-0.0010618,-0.0023645,0,-0.0023645,0.0034219,0,0,0,0,0.0098671,-0.039116,0,-0.033272,0.068982,0,0,0,0.022477,69.913,102.38,0,0.0014996,-0.0089086,0,-0.0089086,0.020189,0,0,0,0,0.23855,-0.16885,0,-0.1145,0.49484,0,0,0,0.20656,5169
1.9423,24.084,0,-0.00099518,-0.002133,0,-0.002133,0.0034905,0,0,0,-2.2204e-16,0.011843,-0.035991,0,-0.029803,0.071481,0,0,0,0.023765,69.203,104.71,0,0.0011949,-0.0081195,0,-0.0081195,0.019898,0,0,0,0,0.22742,-0.1564,0,-0.10347,0.48536,0,0,0,0.20088,5170
1.7486,24.075,0,-0.00099518,-0.002133,0,-0.002133,0.0034905,0,0,0,-2.2204e-16,0.011843,-0.035991,0,-0.029803,0.071481,0,0,0,0.023765,68.493,107.04,0,0.0011949,-0.0081195,0,-0.0081195,0.019898,0,0,0,0,0.22742,-0.1564,0,-0.10347,0.48536,0,0,0,0.20088,5171
1.555,24.065,0,-0.00099399,-0.002093,0,-0.002093,0.0035002,0,0,0,0,0.011921,-0.035442,0,-0.02922,0.071762,0,0,0,0.023869,67.782,109.36,0,0.0011487,-0.0080177,0,-0.0080177,0.019924,0,0,0,0,0.22644,-0.15495,0,-0.10201,0.48563,0,0,0,0.20069,5172
-1.5249,4.6053,0,0.0032891,-0.00047416,0,-0.00047416,-0.0047668,0,0,0,0,0.016624,-0.0018957,0,-0.0027783,-0.040982,0,0,0,-0.0070366,-137.36,39.982,0,0.036246,0.0023356,0,0.0023356,0.041955,0,0,0,0,0.6527,-0.0065562,0,0.042447,0.69995,0,0,0,0.37239,11089
-3.378,6.4559,0,8.1308e-05,0.0016635,0,0.0016635,-0.00026686,0,0,0,0,-0.0008877,0.012004,0,0.011848,-0.0021607,0,0,0,-0.00088359,-135.72,86.598,0,0.020894,0.010212,0,0.010212,0.041541,0,0,0,0,0.45181,0.048717,0,0.10347,0.6222,0,0,0,0.29731,13166
-2.3178,5.3986,0,-0.0011656,-0.0017676,0,-0.0017676,0.0055183,0,0,0,0,0.025637,-0.029376,0,-0.02461,0.1201,0,0,0,0.041455,-137.09,60.468,0,1.4941e-06,-0.006882,0,-0.006882,0.02806,0,0,0,0,0.27116,-0.12526,0,-0.094034,0.68353,0,0,0,0.26725,26852
