"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
59.76,74.334,0,0.013476,0.0051671,0,0.0051671,0.028831,0,0,0,0,0.52106,-0.26486,0,0.31506,0.79929,0,0,0,0.40292,-1.8326,172.2,0,0.79666,0.61116,0,0.61116,1.0904,0,0,0,0,35.315,0.14349,0,43.083,67.035,0,0,0,17.972,1263
186.33,443.98,0,-0.0109,-0.0019076,0,-0.0019076,0.012354,0,0,0,0,-0.056317,-0.1747,0,-0.13132,0.085836,0,0,0,0.013851,212.33,30.639,0,-0.0013906,-0.077149,0,-0.077149,0.62631,0,0,0,0,5.0299,-19.675,0,3.8133,10.918,0,0,0,5.9516,1754
179.74,441.95,0,-0.010071,-0.0056836,0,-0.0056836,0.010879,0,0,0,0,-0.010767,-0.182,0,-0.15665,0.0286,0,0,0,0.0076959,211.25,36.117,0,0.021207,-0.14089,0,-0.14089,0.6008,0,0,0,0,6.7797,-19.85,0,3.2304,9.4844,0,0,0,5.9239,1755
173.98,440.3,0,-0.0046898,-0.0088991,0,-0.0088991,0.0079449,0,0,0,0,0.081266,-0.19412,0,-0.10457,-0.013883,0,0,0,0.031001,210.63,40.8,0,0.086057,-0.22514,0,-0.22514,0.53351,0,0,0,0,9.6269,-19.391,0,2.9907,7.2973,0,0,0,5.9007,1756
60.583,80.073,0,0.016303,0.0070425,0,0.0070425,0.018965,0,0,0,0,0.4257,-0.25013,0,0.40614,0.576,0,0,0,0.33588,2.2615,173.6,0,1.1015,0.56245,0,0.56245,0.56056,0,0,0,0,36.989,-0.58694,0,50.303,42.925,0,0,0,15.829,4236
61.128,90.372,0,0.02008,0.0034823,0,0.0034823,0.0091685,0,0,0,0,0.38327,-0.24619,0,0.43422,0.33622,0,0,0,0.27856,9.2301,176.33,0,1.3555,0.30674,0,0.30674,0.18309,0,0,0,0,40.055,-5.5683,0,53.842,23.249,0,0,0,14.653,4379
60.771,86.729,0,0.02008,0.0034823,0,0.0034823,0.0091685,0,0,0,0,0.38327,-0.24619,0,0.43422,0.33622,0,0,0,0.27856,6.7223,175.86,0,1.3555,0.30674,0,0.30674,0.18309,0,0,0,0,40.055,-5.5683,0,53.842,23.249,0,0,0,14.653,4380
183.05,442.98,0,-0.0109,-0.0019076,0,-0.0019076,0.012354,0,0,0,0,-0.056317,-0.1747,0,-0.13132,0.085836,0,0,0,0.013851,211.79,33.378,0,-0.0013906,-0.077149,0,-0.077149,0.62631,0,0,0,0,5.0299,-19.675,0,3.8133,10.918,0,0,0,5.9516,4418
176.86,441.15,0,-0.010071,-0.0056836,0,-0.0056836,0.010879,0,0,0,0,-0.010767,-0.182,0,-0.15665,0.0286,0,0,0,0.0076959,210.94,38.458,0,0.021207,-0.14089,0,-0.14089,0.6008,0,0,0,0,6.7797,-19.85,0,3.2304,9.4844,0,0,0,5.9239,4419
59.994,69.56,0,-0.065357,0.0049695,0,0.0049695,0.010906,0,0,0,0,-0.58117,0.1283,0,-0.34836,-0.13464,0,0,0,-0.25929,-7.3707,170.25,0,1.6452,0.75154,0,0.75154,0.91408,0,0,0,0,31.563,-3.0346,0,43.932,37.512,0,0,0,12.187,9667
