"time","basal_slope","apical_slope","raw_angle","correction","final_angle"
0,10.1009031002773,-3.27607973993495,-157.371645028467,180,22.6283549715334
2,10.1167974840945,-3.25236167460952,-157.263872938005,180,22.7361270619953
4,10.1309449126329,-3.22784518427312,-157.149538389351,180,22.8504616106489
6,10.1423251711806,-3.20271468805265,-157.028826577308,180,22.9711734226919
8,10.1497907710602,-3.17702930520288,-156.901250905378,180,23.0987490946216
10,10.1520609107237,-3.15088640522317,-156.766459963819,180,23.2335400361813
12,10.1478487202331,-3.12439468502568,-156.624175366668,180,23.375824633332
14,10.1355430085823,-3.09755625751479,-156.47337745531,180,23.5266225446896
16,10.113633166869,-3.07042096644522,-156.313331635759,180,23.6866683642405
18,10.0802457009409,-3.04321689510253,-156.144065216017,180,23.8559347839831
20,10.0336718595822,-3.01581676226373,-155.963691425991,180,24.0363085740093
22,9.97175122680803,-2.98841998086998,-155.771808098435,180,24.2281919015651
24,9.89221800681827,-2.96093378321235,-155.566169279938,180,24.4338307200621
26,9.79283173690152,-2.93359839445358,-155.346293602078,180,24.653706397922
28,9.67083361053717,-2.90586393115834,-155.106419693147,180,24.893580306853
30,9.52390819649033,-2.87883049189887,-154.850619139825,180,25.1493808601753
32,9.34891035807701,-2.85157354773598,-154.569678581825,180,25.4303214181747
34,9.14289075078917,-2.8241619608457,-154.259698461792,180,25.7403015382075
36,8.90347768304816,-2.79732868017467,-153.920490534148,180,26.0795094658519
38,8.6266178929482,-2.77079823405962,-153.542909543593,180,26.4570904564072
40,8.31053453169434,-2.74383585361528,-153.114197519228,180,26.8858024807725
42,7.95179513602587,-2.7176694452922,-152.630524156696,180,27.3694758433042
44,7.54749317893871,-2.69150509543431,-152.070582211968,180,27.9294177880317
46,7.0959571375882,-2.66555658590496,-151.414509150341,180,28.585490849659
48,6.59603064074402,-2.63973214324434,-150.631238817017,180,29.3687611829834
50,6.04585207709712,-2.6140407275437,-149.67383006822,180,30.3261699317803
52,5.44562046677212,-2.58898231415633,-148.475326000359,180,31.5246739996406
54,4.79662868321293,-2.56396326649293,-146.916833282168,180,33.0831667178325
56,4.10022479044486,-2.53934480170416,-144.799124340883,180,35.2008756591169
58,3.35913441501756,-2.51501274674269,-141.738578855287,180,38.261421144713
60,2.57853159693721,-2.49071927826821,-136.927840275067,180,43.0721597249334
62,1.76331572610583,-2.46652140811907,-128.372771922084,180,51.6272280779159
64,0.919778416524952,-2.44305435975449,-110.346731740442,180,69.6532682595579
66,0.0577640594145613,-2.41946438639684,-70.8499399117731,0,-70.8499399117731
68,-0.816167298985925,-2.39648475875328,-28.1301048916453,0,-28.1301048916453
70,-1.69253691957738,-2.37342202898407,-7.72855141496125,0,-7.72855141496125
72,-2.56197691650982,-2.35047506090126,1.72525457033937,0,1.72525457033937
74,-3.41508929332648,-2.32832665117929,6.92219781037662,0,6.92219781037662
76,-4.24326351127053,-2.30622299515645,10.1812108572267,0,10.1812108572267
78,-5.03734307084771,-2.28415222291678,12.4155376428137,0,12.4155376428137
80,-5.79021656233294,-2.26251758293923,14.0461186588703,0,14.0461186588703
82,-6.49714623085455,-2.24127187590514,15.2953007453866,0,15.2953007453866
84,-7.15314136178018,-2.22009186572761,16.2900173637204,0,16.2900173637204
86,-7.75435663364573,-2.19914631800545,17.1040391513977,0,17.1040391513977
88,-8.29856392888388,-2.17847545769228,17.7856859167019,0,17.7856859167019
90,-8.78584882208217,-2.15796395953167,18.3695686940726,0,18.3695686940726
92,-9.21619906833797,-2.13786137353208,18.8755508712515,0,18.8755508712515
94,-9.59031313081182,-2.11782894621544,19.3229955141785,0,19.3229955141785
96,-9.91092806307037,-2.09789696255299,19.7240640575061,0,19.7240640575061
98,-10.1804928774897,-2.07860690260537,20.081809298824,0,20.081809298824
100,-10.4023149004529,-2.05922655415596,20.4109910699315,0,20.4109910699315
102,-10.5796176218884,-2.04001083487798,20.714159020055,0,20.714159020055
104,-10.7165863843323,-2.02114758449408,20.9937310773424,0,20.9937310773424
106,-10.815592378469,-2.00246597218769,21.2543231690362,0,21.2543231690362
108,-10.8816389124379,-1.98401063296113,21.4988392763203,0,21.4988392763203
110,-10.9173372879213,-1.96591092783945,21.7275350787587,0,21.7275350787587
112,-10.926542808621,-1.94781706462963,21.9465909376764,0,21.9465909376764
114,-10.9118201233546,-1.92975919673917,22.1569889453939,0,22.1569889453939
116,-10.8764609162052,-1.91231331454748,22.3531755890062,0,22.3531755890062
118,-10.8222410688976,-1.89467464713397,22.5456018493431,0,22.5456018493431
120,-10.7529577448061,-1.87752931160027,22.7273356463312,0,22.7273356463312
122,-10.6703652237569,-1.86051989614772,22.9033467072619,0,22.9033467072619
124,-10.5768150878598,-1.84349742816602,23.0764377099849,0,23.0764377099849
126,-10.4729712070201,-1.82686475880396,23.2413867652453,0,23.2413867652453
128,-10.3616313557095,-1.81038084816781,23.4024045120176,0,23.4024045120176
130,-10.2430603241525,-1.79402304228156,23.559627878248,0,23.559627878248
132,-10.1202614071951,-1.77780944408542,23.7141440056154,0,23.7141440056154
134,-9.99223468370035,-1.76180237424254,23.8642663927315,0,23.8642663927315
136,-9.86116461141658,-1.74603912373247,24.0103892459668,0,24.0103892459668
138,-9.72735337465813,-1.73021453944047,24.1567714129828,0,24.1567714129828
140,-9.59235766792406,-1.71470551515276,24.298764617242,0,24.298764617242
142,-9.45643877682472,-1.6994661454013,24.4369272821906,0,24.4369272821906
144,-9.31926615575412,-1.68417535759743,24.5755831298298,0,24.5755831298298
146,-9.18272078575044,-1.66918689402724,24.7105461628234,0,24.7105461628234
