"time","basal_slope","apical_slope","raw_angle","correction","final_angle"
0,0.379864950563672,-5.89158239659766,-101.166814677502,180,78.8331853224983
2,0.380375929899989,-5.85040056209914,-101.125869650649,180,78.8741303493514
4,0.380884566670557,-5.80782169735569,-101.081578316835,180,78.9184216831649
6,0.381388872649442,-5.76429306016629,-101.034471753746,180,78.9655282462539
8,0.38189101007745,-5.72012060966392,-100.985086058164,180,79.0149139418363
10,0.382392344095711,-5.67563453956813,-100.933985896812,180,79.066014103188
12,0.382894040744495,-5.6305721850412,-100.880719047539,180,79.1192809524613
14,0.383397165678757,-5.58523715034749,-100.825804784867,180,79.1741952151334
16,0.383902508008072,-5.54001745693946,-100.769932172326,180,79.2300678276736
18,0.384411075126832,-5.49467503616527,-100.712694008641,180,79.2873059913591
20,0.38492398240774,-5.44913525608511,-100.65396473832,180,79.3460352616805
22,0.385440810066722,-5.40412038359811,-100.59504333551,180,79.4049566644902
24,0.385961843695225,-5.35907784844316,-100.534893860477,180,79.4651061395227
26,0.38648928624397,-5.31426250447949,-100.474089276988,180,79.5259107230123
28,0.387019172879435,-5.26963599917186,-100.412342782546,180,79.5876572174539
30,0.387558425503767,-5.22553664288175,-100.350667451914,180,79.6493325480859
32,0.388100361678268,-5.18182615589663,-100.288462540255,180,79.7115374597449
34,0.388649979629589,-5.1383726460813,-100.225704813038,180,79.7742951869621
36,0.389204886537504,-5.09596134454435,-100.163934041776,180,79.836065958224
38,0.389766647895736,-5.0507028848649,-100.094899303129,180,79.9051006968706
40,0.390332925959976,-5.00888692592762,-100.03195678098,180,79.9680432190204
42,0.390909225447338,-4.96931292049239,-99.9730284250471,180,80.0269715749529
44,0.391488400965109,-4.92743155894465,-99.9076536105331,180,80.0923463894669
46,0.392080958716611,-4.88619277564219,-99.8428624440956,180,80.1571375559044
48,0.392671132873179,-4.84709579199769,-99.781414196789,180,80.218585803211
50,0.393274178420027,-4.80619380525413,-99.7148878999723,180,80.2851121000277
52,0.393880431121476,-4.76604598720017,-99.6487441794012,180,80.3512558205988
54,0.394495359689034,-4.72544547890702,-99.5803411760252,180,80.4196588239748
56,0.395114929134751,-4.68622579960971,-99.5139619662304,180,80.4860380337696
58,0.395747218280349,-4.64804512598659,-99.4492671207005,180,80.5507328792995
60,0.396381042872179,-4.6095135434673,-99.3822114163411,180,80.6177885836589
62,0.397026942627966,-4.57343327483557,-99.3205669545216,180,80.6794330454784
64,0.397671431409573,-4.53536897991304,-99.2521500629426,180,80.7478499370574
66,0.398330759983015,-4.4978374884055,-99.1842723311306,180,80.8157276688694
68,0.398995406552969,-4.46103394778668,-99.1170276884558,180,80.8829723115442
70,0.399661767452839,-4.42472598982725,-99.0496475716564,180,80.9503524283436
72,0.400339995540074,-4.39073716859327,-98.987815685055,180,81.012184314945
74,0.40102959816606,-4.3542927716389,-98.9180709250382,180,81.0819290749618
76,0.401721770102198,-4.31821161191217,-98.8478325081816,180,81.1521674918184
78,0.402418634314891,-4.28429903919646,-98.7825627170653,180,81.2174372829347
80,0.403132011673349,-4.25045352492627,-98.7167844953233,180,81.2832155046767
82,0.403843832363057,-4.21607440740834,-98.6477491201764,180,81.3522508798236
84,0.404560071070776,-4.18218768213055,-98.5788199025347,180,81.4211800974653
86,0.405293966566253,-4.14945826154867,-98.5127730914651,180,81.4872269085349
88,0.406027710712953,-4.11606144283395,-98.4430346774347,180,81.5569653225653
90,0.406771536999336,-4.08403019768764,-98.3765661685142,180,81.6234338314858
92,0.407517660502589,-4.05051893976051,-98.3037853077301,180,81.6962146922699
94,0.408276519741883,-4.02056145716916,-98.2417625892037,180,81.7582374107963
96,0.409043391973757,-3.98809330361044,-98.170205579675,180,81.829794420325
98,0.409814278308009,-3.95712055209774,-98.1022844252425,180,81.8977155747575
100,0.410592521921462,-3.92439562607081,-98.0270173926311,180,81.9729826073689
102,0.411380910782671,-3.89495563349398,-97.9620845018192,180,82.0379154981808
104,0.412174221357429,-3.86491367331433,-97.8937280246122,180,82.1062719753878
106,0.412970999252518,-3.83481705255588,-97.823746426793,180,82.176253573207
108,0.413784278048548,-3.80536538995283,-97.7553238132984,180,82.2446761867016
110,0.414593959762219,-3.775576804039,-97.6838587855293,180,82.3161412144707
112,0.41541471780881,-3.74555203719181,-97.610362155258,180,82.389637844742
114,0.41624935294564,-3.71691587036933,-97.5411787919487,180,82.4588212080513
116,0.417085317510837,-3.68871219779006,-97.4721415468801,180,82.5278584531199
118,0.417929085559743,-3.65995025153261,-97.3996629550376,180,82.6003370449624
120,0.418777380439042,-3.63231958587762,-97.3302739181544,180,82.6697260818456
122,0.419643627512716,-3.60405867852921,-97.2575761854035,180,82.7424238145965
124,0.420504753310816,-3.57796722023141,-97.1919285731249,180,82.8080714268751
126,0.421378999927863,-3.54959336136694,-97.1158181335206,180,82.8841818664794
128,0.422264238076479,-3.52259949188985,-97.0443437545479,180,82.9556562454521
130,0.423152358028023,-3.49655376557836,-96.9754545443119,180,83.0245454556881
132,0.424052601820384,-3.46895649305759,-96.8987548940417,180,83.1012451059583
134,0.424957517793757,-3.44293313778608,-96.8274901313385,180,83.1725098686615
136,0.425869582235087,-3.41720100414128,-96.7562425536519,180,83.2437574463481
138,0.426785008322273,-3.39236106412862,-96.6876032670073,180,83.3123967329927
140,0.427718427642834,-3.36586794793651,-96.6105937977673,180,83.3894062022327
142,0.42865028469833,-3.34156677344277,-96.542026255137,180,83.457973744863
144,0.429591298919567,-3.31587422687557,-96.4656998580321,180,83.5343001419679
146,0.430541842175887,-3.29153128587877,-96.3945962858861,180,83.6054037141139
148,0.431497666976996,-3.26659175336803,-96.3191916601592,180,83.6808083398408
150,0.432465007013499,-3.24272289954889,-96.2479302283836,180,83.7520697716164
152,0.433438722146295,-3.21904377199046,-96.1763035559486,180,83.8236964440514
154,0.434416405751079,-3.19450179347862,-96.0988215595376,180,83.9011784404624
156,0.435404036313641,-3.17079002382148,-96.0243329997178,180,83.9756670002822
158,0.436399810425547,-3.14743243647055,-95.9503908704476,180,84.0496091295524
160,0.437404539647881,-3.12446912514944,-95.8772893651778,180,84.1227106348222
162,0.438418334467165,-3.101950365696,-95.8053560575368,180,84.1946439424632
164,0.439432508377734,-3.07956477632084,-95.7325348415664,180,84.2674651584336
166,0.440459677878478,-3.05709300053707,-95.6582145265321,180,84.3417854734679
168,0.44149223712345,-3.0346883957377,-95.5828394603282,180,84.4171605396718
170,0.442535442323474,-3.01217489541158,-95.5056425207478,180,84.4943574792522
172,0.443580503443298,-2.99055374195839,-95.4319148352451,180,84.5680851647549
174,0.444637636011212,-2.96877385617662,-95.3561788241126,180,84.6438211758874
176,0.445700942244088,-2.94684189907267,-95.2781228053173,180,84.7218771946827
178,0.446770309440463,-2.92627427668916,-95.2067615649096,180,84.7932384350904
180,0.447861547645541,-2.90484267829517,-95.1296087234857,180,84.8703912765143
182,0.448940958079065,-2.88406135879233,-95.0541324394203,180,84.9458675605797
184,0.450043514778257,-2.86303976286574,-94.9765767349279,180,85.0234232650721
186,0.451132328614359,-2.84291412269645,-94.9022631477496,180,85.0977368522504
188,0.45224763636819,-2.82213534280157,-94.8233940977686,180,85.1766059022314
190,0.453378047645526,-2.8016773955377,-94.7455383357471,180,85.2544616642529
192,0.454502984580696,-2.78160625751635,-94.6681979181002,180,85.3318020818998
194,0.455631104222253,-2.76182802897646,-94.5912265110792,180,85.4087734889208
196,0.456776251252187,-2.74235063941493,-94.515376686829,180,85.484623313171
198,0.457909315443073,-2.72309480784773,-94.4387739940599,180,85.5612260059401
200,0.459073300905797,-2.70394158992606,-94.3626620881608,180,85.6373379118392
202,0.460263588084088,-2.68453289212386,-94.2843160679607,180,85.7156839320393
204,0.46140251299645,-2.66517470292274,-94.2021294128368,180,85.7978705871632
206,0.4626365005723,-2.64699331926097,-94.131064281963,180,85.868935718037
208,0.463803933953722,-2.62845550653036,-94.0526602299981,180,85.9473397700019
210,0.464955985004217,-2.60958208748024,-93.969365741445,180,86.030634258555
212,0.466198114788895,-2.59147265566386,-93.8941915591585,180,86.1058084408415
214,0.46739190122008,-2.57302608100325,-93.8125180121729,180,86.1874819878271
216,0.46860598363212,-2.55486829390832,-93.7322171825454,180,86.2677828174546
218,0.469858784296649,-2.53680822631057,-93.6527297759814,180,86.3472702240186
220,0.471063557181082,-2.51926446643252,-93.573245890119,180,86.426754109881
222,0.472338834071225,-2.50211501957091,-93.4984781617322,180,86.5015218382678
224,0.473566567526376,-2.48468246418484,-93.4175659628182,180,86.5824340371818
226,0.474831094796648,-2.46739069271257,-93.3377761322167,180,86.6622238677833
228,0.476091982331322,-2.44959577618753,-93.2519582885853,180,86.7480417114147
230,0.477355272995616,-2.43258111375674,-93.1708455792871,180,86.8291544207129
232,0.47865706767432,-2.41610876971897,-93.0943286257893,180,86.9056713742107
234,0.479926687614601,-2.39929626963292,-93.0117607531074,180,86.9882392468926
236,0.481274564184229,-2.3826741999938,-92.9327067640956,180,87.0672932359044
238,0.482533673077751,-2.36626172626255,-92.8495892406927,180,87.1504107593073
