"time","basal_slope","apical_slope","raw_angle","correction","final_angle"
0,15.4963157894733,-0.621370738209422,-118.163347187314,180,61.8366528126859
2,15.6740191191844,-0.620578117602128,-118.172318813027,180,61.8276811869726
4,15.8614849984641,-0.619774585411061,-118.182099081716,180,61.8179009182837
6,16.0583905971456,-0.618967791381639,-118.192809461981,180,61.8071905380194
8,16.26484890065,-0.618164225190798,-118.204627084612,180,61.7953729153882
10,16.4813215698974,-0.617344336656519,-118.216722658146,180,61.7832773418543
12,16.7083390810719,-0.616512783900648,-118.229276005877,180,61.7707239941227
14,16.945872858892,-0.61567461760924,-118.242363872972,180,61.7576361270279
16,17.194705336906,-0.614823427244215,-118.255748086903,180,61.7442519130974
18,17.4552443767026,-0.613950577727262,-118.269013275868,180,61.7309867241321
20,17.7279912758828,-0.613066114554046,-118.282533252963,180,61.7174667470374
22,18.0136131887669,-0.612159899593238,-118.295864965473,180,61.7041350345271
24,18.3125706683387,-0.611244239626872,-118.309455641773,180,61.6905443582266
26,18.6252646360438,-0.610306731077578,-118.322708775376,180,61.6772912246236
28,18.9533513475814,-0.609358942928859,-118.33622536877,180,61.66377463123
30,19.2964321510011,-0.608371011008666,-118.348530587776,180,61.6514694122241
32,19.656023582127,-0.607446688981535,-118.364038309412,180,61.6359616905883
34,20.033314992527,-0.606412944843021,-118.375511872693,180,61.6244881273074
36,20.4291339147291,-0.605417219691877,-118.389060110942,180,61.6109398890581
38,20.8448099074988,-0.604325070582988,-118.399043403179,180,61.6009565968207
40,21.2811912217658,-0.603291924248146,-118.411900274137,180,61.5880997258628
42,21.7397301277044,-0.602220189617315,-118.423523160927,180,61.5764768390734
44,22.2231314988523,-0.601177573879958,-118.436874513698,180,61.5631254863019
46,22.7329507806687,-0.600134537795627,-118.450663343078,180,61.5493366569225
48,23.2666779383773,-0.59896764826652,-118.4591910593,180,61.5408089406996
50,23.8345386019243,-0.597849901830784,-118.470600464184,180,61.5293995358161
52,24.4302346879364,-0.596724422278594,-118.481586399622,180,61.5184136003783
54,25.0638545350343,-0.595601480665132,-118.493310065438,180,61.5066899345623
56,25.7328799712317,-0.5944550267854,-118.504140052031,180,61.4958599479687
58,26.4454864574178,-0.593269531644741,-118.513834824024,180,61.4861651759756
60,27.2033673034875,-0.592098574776982,-118.524460946636,180,61.4755390533637
