"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
-8.3532,189.79,0,0.012509,-0.0021116,0,-0.0021116,0.00085592,0,0,0,0,0.31046,-0.054782,0,0.023816,0.13215,0,0,0,0.12728,144.37,141.64,0,0.38632,-0.16624,0,-0.16624,0.095944,0,0,0,0,14.194,-5.0656,0,-1.5762,6.0121,0,0,0,4.593,1485
-5.161,189.58,0,0.015908,-0.003141,0,-0.003141,-0.0054668,0,0,0,0,0.33511,-0.048194,0,0.0014403,0.014742,0,0,0,0.099439,147.88,135.99,0,0.49177,-0.212,0,-0.212,0.10742,0,0,0,0,18.882,-6.5404,0,-2.9764,7.597,0,0,0,5.7066,1486
-11.299,26.019,0,-0.0072909,-0.003069,0,-0.003069,0.0073757,0,0,0,0,-0.094724,-0.059408,0,-0.058714,0.099304,0,0,0,0.0008078,-126.51,47.512,0,-0.0014342,-0.043435,0,-0.043435,0.32896,0,0,0,0,3.2176,-2.4102,0,-0.44159,9.8373,0,0,0,3.1193,2162
-11.413,187.61,0,0.0037594,0.0032776,0,0.0032776,-0.011521,0,0,0,0,-0.032046,0.10907,0,0.038916,-0.21388,0,0,0,-0.073925,133.14,146.23,0,0.12823,0.047162,0,0.047162,0.0045425,0,0,0,0,3.1403,0.40806,0,1.7424,1.535,0,0,0,1.2645,5860
-7.2917,189.74,0,0.014554,-0.003246,0,-0.003246,-0.00084982,0,0,0,0,0.34665,-0.065568,0,0.0075342,0.10943,0,0,0,0.13052,145.54,139.75,0,0.43406,-0.20943,0,-0.20943,0.12147,0,0,0,0,16.705,-6.4464,0,-2.7502,7.3576,0,0,0,5.2908,5862
-6.2307,189.67,0,0.014554,-0.003246,0,-0.003246,-0.00084982,0,0,0,0,0.34665,-0.065568,0,0.0075342,0.10943,0,0,0,0.13052,146.71,137.87,0,0.43406,-0.20943,0,-0.20943,0.12147,0,0,0,0,16.705,-6.4464,0,-2.7502,7.3576,0,0,0,5.2908,5863
-11.976,26.826,0,-0.0022971,-0.0019598,0,-0.0019598,0.0073397,0,0,0,0,0.019439,-0.051881,0,-0.025515,0.14777,0,0,0,0.048025,-126.32,50.456,0,0.0031291,-0.039918,0,-0.039918,0.31857,0,0,0,0,3.2282,-2.34,0,-0.34214,9.5117,0,0,0,3.0638,6120
-12.684,27.637,0,-0.0026581,-0.001362,0,-0.001362,0.007407,0,0,0,0,0.010477,-0.045083,0,-0.018098,0.14667,0,0,0,0.045228,-126.13,53.401,0,0.00039416,-0.029752,0,-0.029752,0.32093,0,0,0,0,3.1384,-2.2687,0,-0.096726,9.5593,0,0,0,3.0603,6121
-13.425,28.452,0,-0.0039136,-0.00069162,0,-0.00069162,0.0074414,0,0,0,0,-0.020038,-0.035409,0,-0.013813,0.13679,0,0,0,0.033598,-125.94,56.345,0,-0.0024362,-0.020621,0,-0.020621,0.32362,0,0,0,0,3.0499,-2.2159,0,0.12287,9.6214,0,0,0,3.0589,6122
-14.2,29.279,0,-0.005334,0.00065234,0,0.00065234,0.0073573,0,0,0,0,-0.05735,-0.015657,0,-0.0020519,0.12466,0,0,0,0.01927,-125.75,59.289,0,-0.0049512,-0.0066975,0,-0.0066975,0.3237,0,0,0,0,2.92,-2.0861,0,0.44736,9.6092,0,0,0,3.0357,6123
