"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
67.847,158.49,0,0.017104,0.0028023,0,0.0028023,0.024887,0,0,0,0,0.33074,-0.61803,0,0.56732,0.46811,0,0,0,0.39991,-1.8326,172.2,0,1.6037,1.4314,0,1.4314,3.1518,0,0,0,0,7.9818,-145.66,0,174.78,225.15,0,0,0,45.291,1263
-236.7,804,0,-0.0088882,-0.0027133,0,-0.0027133,0.0099429,0,0,0,0,0.10475,-0.091591,0,-0.062771,-0.12939,0,0,0,0.010045,212.33,30.639,0,0.0098018,-0.12415,0,-0.12415,0.80097,0,0,0,0,-2.5117,-21.23,0,8.4745,-22.912,0,0,0,7.7217,1754
-241.34,791.5,0,-0.006979,-0.0050026,0,-0.0050026,0.0088943,0,0,0,0,0.10635,-0.069406,0,-0.0177,-0.14804,0,0,0,0.018241,211.25,36.117,0,0.039741,-0.19272,0,-0.19272,0.77357,0,0,0,0,-1.2406,-20.104,0,10.489,-23.321,0,0,0,7.7459,1755
-245.72,781.05,0,-0.0045962,-0.0080012,0,-0.0080012,0.0062535,0,0,0,0,0.1206,-0.014909,0,0.031078,-0.15587,0,0,0,0.015784,210.63,40.8,0,0.1173,-0.29405,0,-0.29405,0.69064,0,0,0,0,0.032982,-16.925,0,14.026,-23.589,0,0,0,7.6947,1756
63.122,169.27,0,0.021929,-2.2735e-05,0,-2.2735e-05,0.016739,0,0,0,0,0.23487,-0.58152,0,0.65552,0.20766,0,0,0,0.36827,2.2615,173.6,0,2.3229,1.2129,0,1.2129,1.4205,0,0,0,0,-7.2924,-81.281,0,183.41,108.69,0,0,0,35.652,4236
52.625,186.68,0,0.023142,-0.0067861,0,-0.0067861,0.011427,0,0,0,0,0.14198,-0.50387,0,0.66837,-0.072952,0,0,0,0.32923,9.2301,176.33,0,2.8827,0.43123,0,0.43123,0.40423,0,0,0,0,-14.069,-49.197,0,190.23,26.771,0,0,0,31.304,4379
55.944,180.49,0,0.023142,-0.0067861,0,-0.0067861,0.011427,0,0,0,0,0.14198,-0.50387,0,0.66837,-0.072952,0,0,0,0.32923,6.7223,175.86,0,2.8827,0.43123,0,0.43123,0.40423,0,0,0,0,-14.069,-49.197,0,190.23,26.771,0,0,0,31.304,4380
-239.03,797.75,0,-0.0088882,-0.0027133,0,-0.0027133,0.0099429,0,0,0,0,0.10475,-0.091591,0,-0.062771,-0.12939,0,0,0,0.010045,211.79,33.378,0,0.0098018,-0.12415,0,-0.12415,0.80097,0,0,0,0,-2.5117,-21.23,0,8.4745,-22.912,0,0,0,7.7217,4418
-243.54,786.28,0,-0.006979,-0.0050026,0,-0.0050026,0.0088943,0,0,0,0,0.10635,-0.069406,0,-0.0177,-0.14804,0,0,0,0.018241,210.94,38.458,0,0.039741,-0.19272,0,-0.19272,0.77357,0,0,0,0,-1.2406,-20.104,0,10.489,-23.321,0,0,0,7.7459,4419
72.691,149.51,0,-0.061589,0.0056354,0,0.0056354,0.029203,0,0,0,0,-0.23748,-0.038514,0,-0.50428,0.055814,0,0,0,-0.15422,-7.3707,170.25,0,3.9306,1.8977,0,1.8977,1.9336,0,0,0,0,-6.7617,-65.886,0,185.47,100.3,0,0,0,27.925,9667
