"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
-27.904,45.954,0,0.004202,0.0025408,0,0.0025408,-0.00095174,0,0,0,0,0.082299,0.032264,0,0.054064,0.024387,0,0,0,0.030955,55.956,114.62,0,0.083232,0.032844,0,0.032844,0.010678,0,0,0,0,2.1101,0.31387,0,0.98175,1.1586,0,0,0,0.89438,974
-27.876,47.621,0,0.0046446,0.0024766,0,0.0024766,-0.0027045,0,0,0,0,0.076221,0.038844,0,0.052228,-0.012315,0,0,0,0.018477,62.761,116.53,0,0.087853,0.029358,0,0.029358,0.0059957,0,0,0,0,2.1924,0.26756,0,0.9518,1.0744,0,0,0,0.8938,975
-4.9162,10.793,0,-0.0058795,0.00038601,0,0.00038601,0.0071209,0,0,0,0,-0.071937,-0.0057549,0,-0.0015611,0.11435,0,0,0,0.011823,-41.02,-53.308,0,-0.0057815,0.0033942,0,0.0033942,0.13212,0,0,0,0,1.1032,-0.28405,0,0.16745,3.4642,0,0,0,1.2033,1084
-27.896,46.511,0,0.0041222,0.0026108,0,0.0026108,-0.0016638,0,0,0,0,0.073443,0.036727,0,0.053423,0.0073289,0,0,0,0.023413,58.224,115.26,0,0.081493,0.029381,0,0.029381,0.0076303,0,0,0,0,2.0397,0.27191,0,0.91119,1.0534,0,0,0,0.8488,3211
-27.886,47.066,0,0.0043882,0.0025233,0,0.0025233,-0.001792,0,0,0,0,0.078687,0.035606,0,0.05332,0.0065962,0,0,0,0.024725,60.492,115.89,0,0.085905,0.029004,0,0.029004,0.0068331,0,0,0,0,2.1506,0.2626,0,0.93244,1.0745,0,0,0,0.88322,3212
-27.909,48.313,0,0.0045627,0.0025101,0,0.0025101,-0.0032263,0,0,0,0,0.069346,0.041962,0,0.051204,-0.025114,0,0,0,0.012727,65.576,117.58,0,0.087801,0.028835,0,0.028835,0.0051203,0,0,0,0,2.1841,0.26371,0,0.93956,1.0502,0,0,0,0.88497,3213
-5.7119,11.85,0,-0.0061248,0.0022933,0,0.0022933,0.0068005,0,0,0,0,-0.083546,0.021401,0,0.023964,0.10728,0,0,0,0.0064345,-39.466,-45.959,0,-0.0032352,0.021356,0,0.021356,0.13312,0,0,0,0,1.1465,-0.014751,0,0.49318,3.5565,0,0,0,1.237,3296
-5.4508,11.49,0,-0.0058787,0.0011789,0,0.0011789,0.0070093,0,0,0,0,-0.074116,0.0052534,0,0.0092719,0.11284,0,0,0,0.010768,-39.984,-48.409,0,-0.0051432,0.010712,0,0.010712,0.1329,0,0,0,0,1.1138,-0.17912,0,0.30026,3.5065,0,0,0,1.2167,3297
-5.1851,11.138,0,-0.0058787,0.0011789,0,0.0011789,0.0070093,0,0,0,0,-0.074116,0.0052534,0,0.0092719,0.11284,0,0,0,0.010768,-40.502,-50.859,0,-0.0051432,0.010712,0,0.010712,0.1329,0,0,0,0,1.1138,-0.17912,0,0.30026,3.5065,0,0,0,1.2167,3298
-4.6256,10.504,0,-0.00070474,-0.0027462,0,-0.0027462,0.0065476,0,0,0,0,0.04886,-0.052258,0,-0.035583,0.14635,0,0,0,0.055646,-41.137,-55.763,0,0.010966,-0.03957,0,-0.03957,0.12344,0,0,0,0,1.5253,-0.97255,0,-0.55665,3.3471,0,0,0,1.2801,3299
