"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
70.351,128.26,0,0.015322,0.00359,0,0.00359,0.027771,0,0,0,0,0.42078,-0.53772,0,0.4841,0.63392,0,0,0,0.41042,-1.8326,172.2,0,1.2902,1.1422,0,1.1422,2.3357,0,0,0,0,32.515,-62.102,0,120.19,168.24,0,0,0,34.532,1263
-65.859,755.41,0,0.016115,-0.0092963,0,-0.0092963,-0.0010113,0,0,0,0,0.11934,-0.12442,0,0.38684,-0.14168,0,0,0,0.14385,212.33,30.639,0,0.65865,-0.51408,0,-0.51408,0.45511,0,0,0,0,16.286,-25.047,0,32.688,-17.752,0,0,0,10.607,1754
-72.383,746.11,0,0.0074504,-0.003939,0,-0.003939,0.0089903,0,0,0,0,0.013027,-0.27421,0,0.2711,-0.10473,0,0,0,0.15658,211.25,36.117,0,0.22321,-0.31601,0,-0.31601,0.58921,0,0,0,0,6.8511,-22.828,0,15.247,-13.003,0,0,0,7.7373,1755
-78.326,738.51,0,0.0035922,0.0020227,0,0.0020227,0.011738,0,0,0,0,-0.084749,-0.31272,0,0.18147,-0.061879,0,0,0,0.146,210.63,40.8,0,0.070873,-0.10769,0,-0.10769,0.62832,0,0,0,0,0.42894,-21.723,0,8.7996,-9.6347,0,0,0,6.6589,1756
68.186,137.67,0,0.019164,0.0031029,0,0.0031029,0.018605,0,0,0,0,0.31311,-0.50808,0,0.56659,0.38735,0,0,0,0.35971,2.2615,173.6,0,1.85,1.0083,0,1.0083,1.0973,0,0,0,0,24.953,-37.718,0,131.02,90.596,0,0,0,28.07,4236
62.549,153.56,0,0.021833,-0.0021865,0,-0.0021865,0.010485,0,0,0,0,0.23322,-0.44873,0,0.58954,0.11639,0,0,0,0.30779,9.2301,176.33,0,2.3069,0.43705,0,0.43705,0.30708,0,0,0,0,23.503,-29.037,0,137.58,32.852,0,0,0,24.895,4379
64.247,147.94,0,0.021833,-0.0021865,0,-0.0021865,0.010485,0,0,0,0,0.23322,-0.44873,0,0.58954,0.11639,0,0,0,0.30779,6.7223,175.86,0,2.3069,0.43705,0,0.43705,0.30708,0,0,0,0,23.503,-29.037,0,137.58,32.852,0,0,0,24.895,4380
-69.121,750.78,0,0.016115,-0.0092963,0,-0.0092963,-0.0010113,0,0,0,0,0.11934,-0.12442,0,0.38684,-0.14168,0,0,0,0.14385,211.79,33.378,0,0.65865,-0.51408,0,-0.51408,0.45511,0,0,0,0,16.286,-25.047,0,32.688,-17.752,0,0,0,10.607,4418
-75.362,742.3,0,0.0074504,-0.003939,0,-0.003939,0.0089903,0,0,0,0,0.013027,-0.27421,0,0.2711,-0.10473,0,0,0,0.15658,210.94,38.458,0,0.22321,-0.31601,0,-0.31601,0.58921,0,0,0,0,6.8511,-22.828,0,15.247,-13.003,0,0,0,7.7373,4419
73.134,120.5,0,-0.064321,0.0064957,0,0.0064957,0.021774,0,0,0,0,-0.37849,0.063607,0,-0.49001,0.0092601,0,0,0,-0.2026,-7.3707,170.25,0,3.0243,1.4408,0,1.4408,1.5427,0,0,0,0,24.348,-32.453,0,125.13,77.608,0,0,0,21.747,9667
