"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
0.28434,0.93051,0,-0.0063001,0.0059218,0,0.0059218,0.015881,0,0,0,0,0.0016034,0.085431,0,0.085938,0.32376,0,0,0,0.091248,-107.16,122.24,0,-0.0058064,0.0078678,0,0.0078678,0.023553,0,0,0,0,0.086259,0.11487,0,0.11582,0.5183,0,0,0,0.16902,1306
3.0978,4.03,0,-3.7393e-05,-0.0041538,0,-0.0041538,0.0036669,0,0,0,0,0.03451,-0.06004,0,-0.059563,0.087279,0,0,0,0.034566,155.71,137.46,0,0.00083089,-0.0054872,0,-0.0054872,0.0057146,0,0,0,0,0.075007,-0.079808,0,-0.078947,0.14491,0,0,0,0.062338,2299
3.1609,3.9971,0,0.0039358,-0.0029456,0,-0.0029456,-0.0007817,0,0,0,0,0.086827,-0.042346,0,-0.042092,0.018879,0,0,0,0.030039,161.41,130.9,0,0.0058286,-0.0038751,0,-0.0038751,-0.00032514,0,0,0,0,0.13681,-0.05598,0,-0.055537,0.047833,0,0,0,0.052414,2592
0.24387,0.66464,0,-0.0049585,0.007773,0,0.007773,0.013896,0,0,0,0,0.014594,0.11146,0,0.11275,0.28888,0,0,0,0.08512,-110.82,112.31,0,-0.0040561,0.010277,0,0.010277,0.020841,0,0,0,0,0.10235,0.14888,0,0.1513,0.46915,0,0,0,0.15986,4475
0.2546,0.72896,0,-0.0049439,0.0076921,0,0.0076921,0.014114,0,0,0,0,0.017004,0.11033,0,0.11162,0.29432,0,0,0,0.087338,-109.9,114.79,0,-0.0040567,0.01019,0,0.01019,0.021148,0,0,0,0,0.10524,0.14769,0,0.15011,0.47669,0,0,0,0.16278,4476
0.26463,0.79531,0,-0.0053783,0.0078107,0,0.0078107,0.014729,0,0,0,0,0.01254,0.112,0,0.11336,0.30519,0,0,0,0.089056,-108.99,117.27,0,-0.004501,0.01035,0,0.01035,0.022078,0,0,0,0,0.1035,0.15002,0,0.15258,0.49549,0,0,0,0.1674,4477
0.2743,0.86424,0,-0.0056766,0.0079863,0,0.0079863,0.01497,0,0,0,0,0.0077353,0.1144,0,0.11588,0.30828,0,0,0,0.088505,-108.08,119.75,0,-0.0047891,0.010567,0,0.010567,0.022473,0,0,0,0,0.10037,0.153,0,0.15582,0.50262,0,0,0,0.16842,4478
3.2354,3.9826,0,0.0038248,-0.0042565,0,-0.0042565,-0.00027779,0,0,0,0,0.089143,-0.061228,0,-0.060982,0.029936,0,0,0,0.033781,167.05,125.25,0,0.0059313,-0.005605,0,-0.005605,0.00058554,0,0,0,0,0.14828,-0.081084,0,-0.080631,0.07075,0,0,0,0.062065,4882
3.1839,3.9945,0,0.0039358,-0.0029456,0,-0.0029456,-0.0007817,0,0,0,0,0.086827,-0.042346,0,-0.042092,0.018879,0,0,0,0.030039,163.6,129.25,0,0.0058286,-0.0038751,0,-0.0038751,-0.00032514,0,0,0,0,0.13681,-0.05598,0,-0.055537,0.047833,0,0,0,0.052414,5083
3.1256,4.0117,0,-0.00075158,-0.0033625,0,-0.0033625,0.0040364,0,0,0,0,0.020926,-0.04873,0,-0.048197,0.089231,0,0,0,0.031284,158.63,134.55,0,-0.00020349,-0.0044241,0,-0.0044241,0.0060928,0,0,0,0,0.053757,-0.064517,0,-0.06356,0.14397,0,0,0,0.056089,5084
