"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
2.584,15.429,0,-0.014133,-0.0049549,0,-0.0049549,0.0090451,0,0,0,0,-0.24301,-0.073805,0,-0.081247,0.078583,0,0,0,-0.048454,-107.16,122.24,0,-0.010079,-0.013941,0,-0.013941,0.37102,0,0,0,0,3.2724,-0.80231,0,-0.16091,11.511,0,0,0,3.4375,1306
51.43,134.29,0,-0.01091,0.0025646,0,0.0025646,0.0095502,0,0,0,0,-0.16121,-0.03439,0,-0.056508,0.12536,0,0,0,-0.012954,155.71,137.46,0,-0.0026769,-0.019537,0,-0.019537,0.32027,0,0,0,0,2.7506,-5.4778,0,1.2241,8.0618,0,0,0,3.0247,2299
54.926,136.65,0,-0.0057533,0.003477,0,0.003477,0.015118,0,0,0,0,-0.018235,-0.1062,0,0.047565,0.29547,0,0,0,0.089183,161.41,130.9,0,0.0018208,0.012966,0,0.012966,0.50302,0,0,0,0,4.0753,-8.016,0,2.6382,14.982,0,0,0,4.808,2592
3.1502,12.186,0,-0.008885,-0.00032086,0,-0.00032086,0.0087798,0,0,0,0,-0.12626,-0.012363,0,-0.012442,0.12499,0,0,0,-0.0010014,-110.82,112.31,0,-0.00073127,0.042316,0,0.042316,0.33041,0,0,0,0,3.0873,0.27764,0,1.0837,10.183,0,0,0,3.1398,4475
3.043,12.99,0,-0.0050436,-0.00072322,0,-0.00072322,0.0091836,0,0,0,0,-0.031741,-0.021072,0,-0.012397,0.17121,0,0,0,0.039429,-109.9,114.79,0,0.002028,0.036185,0,0.036185,0.34346,0,0,0,0,3.2878,0.1306,0,0.97593,10.687,0,0,0,3.2904,4476
2.9137,13.799,0,-0.0065408,-0.0016426,0,-0.0016426,0.0093712,0,0,0,0,-0.064506,-0.033096,0,-0.027421,0.1607,0,0,0,0.026956,-108.99,117.27,0,-0.00096265,0.023693,0,0.023693,0.35478,0,0,0,0,3.3243,-0.11819,0,0.70198,11.049,0,0,0,3.3697,4477
2.7656,14.612,0,-0.010757,-0.0024236,0,-0.0024236,0.0091373,0,0,0,0,-0.16494,-0.041096,0,-0.043999,0.11408,0,0,0,-0.015422,-108.08,119.75,0,-0.0056927,0.017501,0,0.017501,0.34879,0,0,0,0,3.1461,-0.21945,0,0.54867,10.757,0,0,0,3.2676,4478
57.946,138.55,0,0.0050431,0.0013039,0,0.0013039,0.011106,0,0,0,0,0.19689,-0.11817,0,0.1146,0.29363,0,0,0,0.1538,167.05,125.25,0,0.1609,-0.016243,0,-0.016243,0.224,0,0,0,0,6.3512,-3.8733,0,2.6174,7.3096,0,0,0,3.6658,4882
55.765,137.34,0,-0.0057533,0.003477,0,0.003477,0.015118,0,0,0,0,-0.018235,-0.1062,0,0.047565,0.29547,0,0,0,0.089183,163.6,129.25,0,0.0018208,0.012966,0,0.012966,0.50302,0,0,0,0,4.0753,-8.016,0,2.6382,14.982,0,0,0,4.808,5083
52.911,135.62,0,-0.016118,0.006497,0,0.006497,0.0079115,0,0,0,0,-0.30461,0.058046,0,-0.085289,0.079287,0,0,0,-0.078158,158.63,134.55,0,-0.008617,0.021714,0,0.021714,0.3124,0,0,0,0,2.0773,-4.6725,0,1.8592,8.1473,0,0,0,2.8931,5084
