"","ID_label","Young_value","id_cell","sig_xx","sig_xy","sig_yy"
"1",0,0.002,0,0,0,0
"2",1,0.001,101,0.030628430969641,1.73472347597681e-18,0.030628430969641
"3",2,0.001,102,0.0243263587638444,0,0.0243263587638444
"4",3,0.001,103,0.00916390669561367,0,0.00916390669561367
"5",4,0.001,104,0.000457634379473888,0,0.000457634379473888
"6",5,0.001,105,0.000685350425737678,0,0.000685350425737678
"7",6,0.001,106,0.000420911298555296,0,0.000420911298555296
"8",7,0.001,108,0.0019947294748745,0,0.0019947294748745
"9",8,0.001,109,0,0,0
"10",9,0.001,111,0.000587825424666306,0,0.000587825424666306
"11",10,0.001,202,0.0459975196199258,0,0.0459975196199258
"12",11,0.001,203,0.0176872408765484,-8.67361737988404e-19,0.0176872408765484
"13",12,0.001,204,0.00615265334994602,0,0.00615265334994602
"14",13,0.001,205,0.000959172233905168,0,0.000959172233905168
"15",14,0.001,207,0.00143900459290732,0,0.00143900459290732
"16",15,0.001,208,0.00132230677415217,0,0.00132230677415217
"17",16,0.001,302,0.0115422768856061,0,0.0115422768856061
"18",17,0.001,303,0.00247143176318508,2.71050543121376e-20,0.00247143176318508
"19",18,0.001,304,0.00376969191412923,0,0.00376969191412923
"20",19,0.001,305,0.00302487883438152,0,0.00302487883438152
"21",20,0.001,306,0.00174891410404262,0,0.00174891410404262
"22",21,0.001,307,0.00568881797365325,0,0.00568881797365325
"23",22,0.001,308,0.0290020087004766,0,0.0290020087004766
"24",23,0.001,402,0.00645273295950842,-4.33680868994202e-19,0.00645273295950842
"25",24,0.001,403,0.00383907525554595,5.42101086242752e-20,0.00383907525554595
"26",25,0.001,404,0.00344521752583027,0,0.00344521752583027
"27",26,0.001,405,0.00362492654681409,0,0.00362492654681409
"28",27,0.001,406,0.0324678871150708,0,0.0324678871150708
"29",28,0.001,407,0.000176547222059789,-6.7762635780344e-21,0.000176547222059789
"30",29,0.001,408,0.0191052796397095,8.67361737988404e-19,0.0191052796397095
"31",30,0.001,409,0.00779997175619247,0,0.00779997175619247
"32",31,0.001,502,0.00775856383292182,-4.33680868994202e-19,0.00775856383292182
"33",32,0.001,503,0.00583219351406271,0,0.00583219351406271
"34",33,0.001,504,0.00285647083057528,0,0.00285647083057528
"35",34,0.001,505,0.0255080476808253,0,0.0255080476808253
"36",35,0.001,506,0.00313731040897259,0,0.00313731040897259
"37",36,0.001,507,0.0188093891362422,0,0.0188093891362422
"38",37,0.001,601,0.00509042397281387,-4.33680868994202e-19,0.00509042397281387
"39",38,0.001,602,0.00920634445596634,0,0.00920634445596634
"40",39,0.001,603,0.00415716445975317,2.71050543121376e-20,0.00415716445975317
"41",40,0.001,604,0.00209587618146792,0,0.00209587618146792
"42",41,0.001,605,0.0138885759719898,0,0.0138885759719898
"43",42,0.001,607,0.00540142129366136,2.16840434497101e-19,0.00540142129366136
"44",43,0.001,608,0.00853701978463226,4.33680868994202e-19,0.00853701978463226
"45",44,0.001,609,0.000493570888537583,-1.35525271560688e-20,0.000493570888537583
"46",45,0.001,610,0.000733075093188248,0,0.000733075093188248
"47",46,0.001,611,0,0,0
"48",47,0.001,612,0.00048101563508861,0,0.00048101563508861
"49",48,0.001,701,0.0119839926219731,-4.33680868994202e-19,0.0119839926219731
"50",49,0.001,702,0.00508708559246549,0,0.00508708559246549
"51",50,0.001,703,0.00255280360241416,0,0.00255280360241416
"52",51,0.001,704,0.0167813934338238,2.16840434497101e-19,0.0167813934338238
"53",52,0.001,705,0.0193897827675734,-1.73472347597681e-18,0.0193897827675734
"54",53,0.001,801,0.0104419697484411,-2.16840434497101e-19,0.0104419697484411
"55",54,0.001,802,0.0179885688401183,0,0.0179885688401183
"56",55,0.001,803,0.0025818626953217,0,0.0025818626953217
"57",56,0.001,805,0.0164267565201253,1.73472347597681e-18,0.0164267565201253
"58",57,0.001,901,0.00455781924928712,5.42101086242752e-20,0.00455781924928712
"59",58,0.001,902,0.0113703713447852,0,0.0113703713447852
"60",59,0.001,903,0.00866859199648256,0,0.00866859199648256
"61",60,0.001,905,0.00407018199870371,-2.71050543121376e-20,0.00407018199870371
"62",61,0.001,906,0.00926695096433011,0,0.00926695096433011
"63",62,0.001,908,0.00230046252203079,1.0842021724855e-19,0.00230046252203079
"64",63,0.001,950,0.000147780836811942,-1.35525271560688e-20,0.000147780836811942
"65",64,0.001,951,0.00105148056640079,0,0.00105148056640079
"66",65,0.001,952,8.32297566718836e-05,0,8.32297566718836e-05
"67",66,0.001,953,0.00229642285016192,0,0.00229642285016192
"68",67,0.001,1001,0,0,0
"69",68,0.001,1003,0.0165738262578435,1.73472347597681e-18,0.0165738262578435
"70",69,0.001,1004,0.0123824721683035,-5.42101086242752e-20,0.0123824721683035
"71",70,0.001,1005,0.00444936230175708,-2.16840434497101e-19,0.00444936230175708
