"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
-409.39,139.82,0,0.0025249,0.006588,0,0.006588,0.0081863,0,0,0,0,0.006408,-0.1201,0,0.16872,0.20916,0,0,0,0.10201,55.956,114.62,0,0.40703,0.34027,0,0.34027,0.30821,0,0,0,0,3.386,-6.4464,0,19.987,16.698,0,0,0,6.8118,974
-413.67,147.95,0,0.0058798,0.0050837,0,0.0050837,0.0002142,0,0,0,0,0.017226,-0.011168,0,0.16,0.09506,0,0,0,0.058038,62.761,116.53,0,0.47839,0.22002,0,0.22002,0.099296,0,0,0,0,5.0516,-3.6326,0,17.839,9.0928,0,0,0,5.5018,975
-98.285,74.601,0,0.0099329,0.018464,0,0.018464,0.0019783,0,0,0,0,-0.15547,-0.039362,0,0.34227,0.30386,0,0,0,0.11344,-41.02,-53.308,0,0.40205,0.68542,0,0.68542,1.3486,0,0,0,0,-15.595,-58.113,0,40.244,50.355,0,0,0,16.673,1084
-410.85,142.55,0,-0.0021268,0.0099491,0,0.0099491,0.0036864,0,0,0,0,-0.12297,0.029035,0,0.073345,0.15571,0,0,0,0.014853,58.224,115.26,0,0.3922,0.30524,0,0.30524,0.24405,0,0,0,0,3.3792,-5.1537,0,17.935,13.921,0,0,0,6.0596,3211
-412.28,145.26,0,0.0019014,0.0082984,0,0.0082984,0.0032846,0,0,0,0,-0.052137,-0.0099201,0,0.13271,0.15403,0,0,0,0.049391,60.492,115.89,0,0.43753,0.29793,0,0.29793,0.20882,0,0,0,0,3.9953,-4.822,0,19.006,13.246,0,0,0,6.1557,3212
-415.6,151.21,0,0.0047288,0.0060546,0,0.0060546,-0.0031719,0,0,0,0,-0.026601,0.072641,0,0.11726,0.05599,0,0,0,0.014827,65.576,117.58,0,0.44925,0.19519,0,0.19519,0.078161,0,0,0,0,4.8706,-3.1736,0,16.083,7.8513,0,0,0,5.023,3213
-111.65,76.715,0,0.018274,0.015755,0,0.015755,-0.0015602,0,0,0,0,-0.10955,-0.07435,0,0.47697,0.26,0,0,0,0.15918,-39.466,-45.959,0,0.71171,0.83378,0,0.83378,1.1214,0,0,0,0,-23.385,-54.254,0,53.48,48.627,0,0,0,17.458,3296
-107.21,76.086,0,0.013891,0.017475,0,0.017475,0.00012646,0,0,0,0,-0.13164,-0.049655,0,0.40503,0.28682,0,0,0,0.1335,-39.984,-48.409,0,0.53145,0.75755,0,0.75755,1.2438,0,0,0,0,-18.77,-55.743,0,45.802,49.651,0,0,0,16.907,3297
-102.77,75.383,0,0.013891,0.017475,0,0.017475,0.00012646,0,0,0,0,-0.13164,-0.049655,0,0.40503,0.28682,0,0,0,0.1335,-40.502,-50.859,0,0.53145,0.75755,0,0.75755,1.2438,0,0,0,0,-18.77,-55.743,0,45.802,49.651,0,0,0,16.907,3298
-93.954,74.299,0,0.017237,0.012781,0,0.012781,0.013236,0,0,0,0,0.079768,-0.34637,0,0.57495,0.39343,0,0,0,0.29022,-41.137,-55.763,0,0.42897,0.50831,0,0.50831,1.5246,0,0,0,0,-4.9522,-65.259,0,41.119,55.135,0,0,0,18.606,3299
