"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
24.022,16.833,0,0.0093698,0.011579,0,0.011579,-0.0020529,0,0,0,0,0.19282,0.16336,0,0.18393,0.055839,0,0,0,0.069684,-1.8326,172.2,0,0.29562,0.16501,0,0.16501,0.080622,0,0,0,0,9.7882,3.1736,0,4.4447,5.6721,0,0,0,3.5832,1263
95.571,55.336,0,-0.0048539,-0.00099134,0,-0.00099134,0.0065526,0,0,0,0,-0.051275,-0.024786,0,-0.019233,0.10863,0,0,0,0.016178,212.33,30.639,0,-0.0028239,-0.016829,0,-0.016829,0.13547,0,0,0,0,1.2455,-0.63713,0,-0.17106,3.5646,0,0,0,1.2633,1754
94.889,55.905,0,-0.0019541,-0.0016204,0,-0.0016204,0.0060966,0,0,0,0,0.013673,-0.035076,0,-0.02213,0.12463,0,0,0,0.039452,211.25,36.117,0,0.0015472,-0.022424,0,-0.022424,0.13042,0,0,0,0,1.3178,-0.71193,0,-0.26501,3.4581,0,0,0,1.2568,1755
94.299,56.392,0,-0.0001023,-0.002738,0,-0.002738,0.0051851,0,0,0,0,0.050248,-0.049833,0,-0.035279,0.1194,0,0,0,0.048408,210.63,40.8,0,0.012634,-0.040045,0,-0.040045,0.11634,0,0,0,0,1.5005,-0.96106,0,-0.56192,3.1581,0,0,0,1.2283,1756
25.179,17.968,0,0.013271,0.0075031,0,0.0075031,0.00071339,0,0,0,0,0.31355,0.092893,0,0.14554,0.15561,0,0,0,0.13319,2.2615,173.6,0,0.34232,0.13318,0,0.13318,0.049226,0,0,0,0,10.962,2.4114,0,4.2064,5.1336,0,0,0,3.729,4236
27.167,19.941,0,0.014871,0.0067031,0,0.0067031,-0.0027631,0,0,0,0,0.31598,0.085852,0,0.14402,0.089369,0,0,0,0.11531,9.2301,176.33,0,0.38818,0.10705,0,0.10705,0.024572,0,0,0,0,12.269,1.7616,0,4.201,4.8053,0,0,0,3.931,4379
26.431,19.233,0,0.014871,0.0067031,0,0.0067031,-0.0027631,0,0,0,0,0.31598,0.085852,0,0.14402,0.089369,0,0,0,0.11531,6.7223,175.86,0,0.38818,0.10705,0,0.10705,0.024572,0,0,0,0,12.269,1.7616,0,4.201,4.8053,0,0,0,3.931,4380
95.233,55.623,0,-0.0048539,-0.00099134,0,-0.00099134,0.0065526,0,0,0,0,-0.051275,-0.024786,0,-0.019233,0.10863,0,0,0,0.016178,211.79,33.378,0,-0.0028239,-0.016829,0,-0.016829,0.13547,0,0,0,0,1.2455,-0.63713,0,-0.17106,3.5646,0,0,0,1.2633,4418
94.595,56.154,0,-0.0019541,-0.0016204,0,-0.0016204,0.0060966,0,0,0,0,0.013673,-0.035076,0,-0.02213,0.12463,0,0,0,0.039452,210.94,38.458,0,0.0015472,-0.022424,0,-0.022424,0.13042,0,0,0,0,1.3178,-0.71193,0,-0.26501,3.4581,0,0,0,1.2568,4419
23.316,15.543,0,-0.030659,-0.0083698,0,-0.0083698,-0.0076306,0,0,0,0,-0.37731,-0.023972,0,-0.10743,-0.23988,0,0,0,-0.18233,-7.3707,170.25,0,0.46514,0.15312,0,0.15312,0.28085,0,0,0,0,9.2665,1.1941,0,3.4402,7.2702,0,0,0,3.5523,9667
