"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
-14.767,21.28,0,-0.014651,-0.00045317,0,-0.00045317,0.014018,0,0,0,0,-0.20908,-0.034394,0,-0.036556,0.19402,0,0,0,-0.006027,-136.76,70.127,0,-0.013715,0.0086319,0,0.0086319,0.15169,0,0,0,0,1.0712,-0.4164,0,0.30512,3.9561,0,0,0,1.3141,1638
-20.318,41.36,0,9.6977e-05,-0.0013329,0,-0.0013329,0.0054799,0,0,0,0,0.053193,-0.010753,0,-0.022655,0.1331,0,0,0,0.053113,67.072,111.69,0,0.0040866,-0.015387,0,-0.015387,0.055337,0,0,0,0,0.61344,-0.14914,0,-0.28065,1.4451,0,0,0,0.56594,1949
-11.416,18.825,0,-0.0033083,0.00058698,0,0.00058698,0.011214,0,0,0,0,0.026369,-0.02695,0,0.012549,0.23674,0,0,0,0.075289,-139.23,50.786,0,-0.0027519,0.0080777,0,0.0080777,0.11632,0,0,0,0,1.0085,-0.31763,0,0.28901,3.0329,0,0,0,1.0816,4970
-20.832,40.642,0,-0.002377,0.00042176,0,0.00042176,0.006538,0,0,0,0,0.0060127,0.014057,0,0.0057177,0.1333,0,0,0,0.039629,69.913,102.38,0,-0.0011599,-0.0058988,0,-0.0058988,0.061726,0,0,0,0,0.55355,-9.4383e-06,0,-0.12581,1.5493,0,0,0,0.57682,5169
-20.697,40.823,0,-0.001183,-0.00073244,0,-0.00073244,0.0059325,0,0,0,-2.2204e-16,0.027587,-0.0022895,0,-0.012308,0.13116,0,0,0,0.045233,69.203,104.71,0,0.00097437,-0.010964,0,-0.010964,0.057812,0,0,0,0,0.56404,-0.078946,0,-0.20747,1.4732,0,0,0,0.55987,5170
-20.566,41.003,0,-0.001183,-0.00073244,0,-0.00073244,0.0059325,0,0,0,-2.2204e-16,0.027587,-0.0022895,0,-0.012308,0.13116,0,0,0,0.045233,68.493,107.04,0,0.00097437,-0.010964,0,-0.010964,0.057812,0,0,0,0,0.56404,-0.078946,0,-0.20747,1.4732,0,0,0,0.55987,5171
-20.439,41.181,0,-0.00015044,-0.001283,0,-0.001283,0.0055264,0,0,0,0,0.047764,-0.0099671,0,-0.021635,0.13181,0,0,0,0.0512,67.782,109.36,0,0.0032912,-0.014351,0,-0.014351,0.055542,0,0,0,0,0.59628,-0.13139,0,-0.26376,1.4413,0,0,0,0.56032,5172
-9.7088,18.047,0,0.0056309,-0.0011094,0,-0.0011094,-0.0073858,0,0,0,0,0.032863,0.0010613,0,-0.0031245,-0.061154,0,0,0,-0.0083566,-137.36,39.982,0,0.072068,0.011124,0,0.011124,0.11952,0,0,0,0,1.4957,-0.18587,0,0.32535,1.9605,0,0,0,0.91232,11089
-17.361,22.998,0,0.0055235,0.0024168,0,0.0024168,-0.0068132,0,0,0,0,0.030366,0.02567,0,0.022348,-0.050952,0,0,0,-0.0061413,-135.72,86.598,0,0.050313,0.027825,0,0.027825,0.098491,0,0,0,0,1.0719,-0.0045547,0,0.42103,1.5689,0,0,0,0.70859,13166
-13.066,20.027,0,-0.013141,-0.015207,0,-0.015207,0.0078121,0,0,0,0,-0.2019,-0.22186,0,-0.24371,0.035969,0,0,0,-0.050754,-137.09,60.468,0,0.0096339,-0.064261,0,-0.064261,0.11456,0,0,0,0,1.5177,-1.5018,0,-0.90613,3.0066,0,0,0,1.1828,26852
