"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Elastic Strain:0","Elastic Strain:1","Elastic Strain:2","Elastic Strain:3","Elastic Strain:4","Elastic Strain:5","Elastic Strain:6","Elastic Strain:7","Elastic Strain:8","Elastic Stress:0","Elastic Stress:1","Elastic Stress:2","Elastic Stress:3","Elastic Stress:4","Elastic Stress:5","Elastic Stress:6","Elastic Stress:7","Elastic Stress:8","Points:0","Points:1","Points:2","Total Strain:0","Total Strain:1","Total Strain:2","Total Strain:3","Total Strain:4","Total Strain:5","Total Strain:6","Total Strain:7","Total Strain:8","Total Stress:0","Total Stress:1","Total Stress:2","Total Stress:3","Total Stress:4","Total Stress:5","Total Stress:6","Total Stress:7","Total Stress:8","vtkOriginalPointIds"
27.228,29.772,0,0.0050221,-0.00079802,0,-0.00079802,0.016653,0,0,0,0,0.2798,-0.037499,0,0.0041242,0.45028,0,0,0,0.20643,-1.8326,172.2,0,0.2623,0.13515,0,0.13515,0.63886,0,0,0,0,15.143,2.7913,0,4.8805,27.031,0,0,0,8.5825,1263
180.85,135.75,0,0.00897,0.0079052,0,0.0079052,0.0024183,0,0,0,0,0.1052,-0.0078942,0,0.24409,0.18434,0,0,0,0.10846,212.33,30.639,0,0.24797,0.25494,0,0.25494,0.30928,0,0,0,0,4.3239,-3.7766,0,12.361,13.957,0,0,0,5.3071,1754
177.43,135.17,0,0.0048783,0.010794,0,0.010794,-0.0026073,0,0,0,0,-0.02872,0.1271,0,0.17848,0.089393,0,0,0,0.021628,211.25,36.117,0,0.19807,0.22294,0,0.22294,0.27926,0,0,0,0,3.5374,-3.2127,0,10.01,11.901,0,0,0,4.546,1755
174.45,134.88,0,0.0035243,0.01243,0,0.01243,1.7623e-05,0,0,0,0,-0.052878,0.11027,0,0.19131,0.14509,0,0,0,0.033732,210.63,40.8,0,0.19204,0.2546,0,0.2546,0.37145,0,0,0,0,3.3041,-4.9644,0,11.542,15.223,0,0,0,5.3665,1756
28.363,31.733,0,0.0058231,0.0017645,0,0.0017645,0.0067079,0,0,0,0,0.19617,-0.012354,0,0.060787,0.21783,0,0,0,0.11934,2.2615,173.6,0,0.37491,0.13108,0,0.13108,0.14393,0,0,0,0,13.018,1.7753,0,5.5412,8.5389,0,0,0,4.9413,4236
30.12,34.498,0,0.0071439,-0.00050046,0,-0.00050046,0.0020633,0,0,0,0,0.18637,-0.037637,0,0.042846,0.11145,0,0,0,0.087688,9.2301,176.33,0,0.43943,0.02601,0,0.02601,0.021515,0,0,0,0,13.956,-0.67037,0,4.4277,4.7965,0,0,0,4.39,4379
29.439,33.548,0,0.0071439,-0.00050046,0,-0.00050046,0.0020633,0,0,0,0,0.18637,-0.037637,0,0.042846,0.11145,0,0,0,0.087688,6.7223,175.86,0,0.43943,0.02601,0,0.02601,0.021515,0,0,0,0,13.956,-0.67037,0,4.4277,4.7965,0,0,0,4.39,4380
179.12,135.45,0,0.00897,0.0079052,0,0.0079052,0.0024183,0,0,0,0,0.1052,-0.0078942,0,0.24409,0.18434,0,0,0,0.10846,211.79,33.378,0,0.24797,0.25494,0,0.25494,0.30928,0,0,0,0,4.3239,-3.7766,0,12.361,13.957,0,0,0,5.3071,4418
175.95,135.02,0,0.0048783,0.010794,0,0.010794,-0.0026073,0,0,0,0,-0.02872,0.1271,0,0.17848,0.089393,0,0,0,0.021628,210.94,38.458,0,0.19807,0.22294,0,0.22294,0.27926,0,0,0,0,3.5374,-3.2127,0,10.01,11.901,0,0,0,4.546,4419
27.348,27.694,0,-0.11838,0.018261,0,0.018261,0.07905,0,0,0,0,-0.90738,0.077826,0,0.026707,0.41886,0,0,0,-0.18728,-7.3707,170.25,0,0.49155,-0.0025087,0,-0.0025087,1.0877,0,0,0,0,15.459,-2.8213,0,1.5317,27.098,0,0,0,7.52,9667
